"","V1"
"1663",0.990968
"1664",0.9994
"1665",0.978819
"1666",0.997155
"1667",0.90701
"1668",0.982424
"1669",0.979703
"1670",0.983288
"1671",0.943227
"1672",0.972662
"1673",0.998003
"1674",0.972456
"1675",0.975013
"1676",0.998532
"1677",0.985741
"1678",0.992203
"1679",0.967586
"1680",0.958284
"1681",0.997873
"1682",0.990924
"1683",0.995151
"1684",0.993943
"1685",0.997133
"1686",0.998482
"1687",0.984281
"1688",0.998298
"1689",0.974254
"1690",0.982801
"1691",0.9984
"1692",0.949109
"1693",0.999682
"1694",0.996124
"1695",0.995018
"1696",0.996681
"1697",0.928149
"1698",0.996005
"1699",0.918683
"1700",0.890301
"1701",0.924434
"1702",0.948666
"1703",0.97532
"1704",0.981404
"1705",0.980964
"1706",0.994905
"1707",0.967569
"1708",0.978578
"1709",0.781569
"1710",0.970986
"1711",0.884619
"1712",0.995804
"1713",0.968856
"1714",0.983916
"1715",0.895263
"1716",0.981178
"1717",0.987623
"1718",0.990686
"1719",0.897519
"1720",0.971178
"1721",0.918683
"1722",0.990143
"1723",0.980886
"1724",0.998434
"1725",0.965158
"1726",0.949267
"1727",0.969013
"1728",0.992331
"1729",0.989709
"1730",0.962025
"1731",0.994529
"1732",0.999742
"1733",0.967818
"1734",0.997594
"1735",0.956477
"1736",0.999692
"1737",0.99632
"1738",0.986474
"1739",0.974123
"1740",0.982801
"1741",0.991286
"1742",0.991133
"1743",0.899901
"1744",0.96333
"1745",0.993113
"1746",0.989339
"1747",0.983576
"1748",0.98707
"1749",0.965332
"1750",0.959924
"1751",0.975216
"1752",0.977751
"1753",0.995026
"1754",0.923859
"1755",0.9915
"1756",0.966165
"1757",0.994529
"1758",0.748264
"1759",0.984714
"1760",0.998739
"1761",0.999373
"1762",0.993771
"1763",0.790847
"1764",0.949946
"1765",0.991465
"1766",0.950055
"1767",0.96033
"1768",0.944057
"1769",0.95122
"1770",0.956451
"1771",0.99237
"1772",0.942499
"1773",0.963272
"1774",0.963272
"1775",0.995018
"1776",0.984115
"1777",0.999892
"1778",0.989668
"1779",0.997414
"1780",0.97234
"1781",0.995754
"1782",0.921234
"1783",0.988188
"1784",0.970888
"1785",0.995754
"1786",0.976523
"1787",0.976847
"1788",0.995533
"1789",0.959087
"1790",0.969191
"1791",0.988642
"1792",0.997674
"1793",0.975936
"1794",0.988516
"1795",0.943405
"1796",0.995754
"1797",0.887486
"1798",0.986786
"1799",0.999804
"1800",0.951386
"1801",0.993092
"1802",0.98765
"1803",0.980933
"1804",0.99559
"1805",0.916475
"1806",0.749172
"1807",0.972041
"1808",0.983845
"1809",0.991823
"1810",0.994786
"1811",0.983408
"1812",0.918191
"1813",0.903935
"1814",0.996263
"1815",0.878544
"1816",0.93226
"1817",0.993518
"1818",0.988077
"1819",0.998543
"1820",0.990743
"1821",0.95505
"1822",0.968253
"1823",0.931946
"1824",0.97453
"1825",0.959263
"1826",0.963368
"1827",0.997907
"1828",0.958954
"1829",0.918683
"1830",0.998757
"1831",0.961457
"1832",0.996834
"1833",0.966829
"1834",0.997873
"1835",0.982307
"1836",0.99303
"1837",0.976711
"1838",0.958622
"1839",0.958674
"1840",0.97955
"1841",0.988519
"1842",0.96701
"1843",0.99196
"1844",0.990788
"1845",0.904107
"1846",0.993113
"1847",0.987408
"1848",0.954993
"1849",0.968085
"1850",0.994412
"1851",0.99423
"1852",0.994255
"1853",0.997069
"1854",0.896718
"1855",0.997416
"1856",0.968814
"1857",0.966693
"1858",0.957482
"1859",0.962544
"1860",0.92663
"1861",0.97866
"1862",0.947
"1863",0.995925
"1864",0.984977
"1865",0.996015
"1866",0.996015
"1867",0.957536
"1868",0.949925
"1869",0.988913
"1870",0.987144
"1871",0.994131
"1872",0.916469
"1873",0.825558
"1874",0.999143
"1875",0.924119
"1876",0.998073
"1877",0.981857
"1878",0.990725
"1879",0.957487
"1880",0.997359
"1881",0.9696
"1882",0.973239
"1883",0.986462
"1884",0.999378
"1885",0.998912
"1886",0.989516
"1887",0.99153
"1888",0.996062
"1889",0.997913
"1890",0.918007
"1891",0.999819
"1892",0.884679
"1893",0.910214
"1894",0.982665
"1895",0.956536
"1896",0.94892
"1897",0.994383
"1898",0.991424
"1899",0.994529
"1900",0.995754
"1901",0.999307
"1902",0.743654
"1903",0.908956
"1904",0.987362
"1905",0.986462
"1906",0.98604
"1907",0.97498
"1908",0.997082
"1909",0.996216
"1910",0.972041
"1911",0.890788
"1912",0.959515
"1913",0.961807
"1914",0.988895
"1915",0.982845
"1916",0.976843
"1917",0.977394
"1918",0.997296
"1919",0.998888
"1920",0.964501
"1921",0.991563
"1922",0.991505
"1923",0.894987
"1924",0.949687
"1925",0.979052
"1926",0.982186
"1927",0.987461
"1928",0.920874
"1929",0.987615
"1930",0.895629
"1931",0.923931
"1932",0.996404
"1933",0.992537
"1934",0.996218
"1935",0.992426
"1936",0.97351
"1937",0.74898
"1938",0.978895
"1939",0.915128
"1940",0.934291
"1941",0.957482
"1942",0.999819
"1943",0.999995
"1944",0.997527
"1945",0.997569
"1946",0.963958
"1947",0.98666
"1948",0.944934
"1949",0.96339
"1950",0.935386
"1951",0.994965
"1952",0.994839
"1953",0.9762
"1954",0.915388
"1955",0.983726
"1956",0.889072
"1957",0.895485
"1958",0.992216
"1959",0.974389
"1960",0.988343
"1961",0.9851
"1962",0.771292
"1963",0.967576
"1964",0.932254
"1965",0.992537
"1966",0.948411
"1967",0.951795
"1968",0.986998
"1969",0.975139
"1970",0.982137
"1971",0.96388
"1972",0.994486
"1973",0.993392
"1974",0.976116
"1975",0.918683
"1976",0.93226
"1977",0.981291
"1978",0.983165
"1979",0.881681
"1980",0.929699
"1981",0.93944
"1982",0.973077
"1983",0.98297
"1984",0.995911
"1985",0.940502
"1986",0.985209
"1987",0.979965
"1988",0.968667
"1989",0.98876
"1990",0.982424
"1991",0.64195
"1992",0.973369
"1993",0.928875
"1994",0.972959
"1995",0.911345
"1996",0.897877
"1997",0.985545
"1998",0.992005
"1999",0.95305
"2000",0.997172
"2001",0.95272
"2002",0.975997
"2003",0.974469
"2004",0.948899
"2005",0.987983
"2006",0.982568
"2007",0.951977
"2008",0.988746
"2009",0.695429
"2010",0.930949
"2011",0.982886
"2012",0.975969
"2013",0.805297
"2014",0.979458
"2015",0.992031
"2016",0.996853
"2017",0.993897
"2018",0.989279
"2019",0.978552
"2020",0.977969
"2021",0.991013
"2022",0.965316
"2023",0.983973
"2024",0.998073
"2025",0.998863
"2026",0.84746
"2027",0.998439
"2028",0.914833
"2029",0.974085
"2030",0.736355
"2031",0.991904
"2032",0.986595
"2033",0.999459
"2034",0.961533
"2035",0.954176
"2036",0.977376
