"","V1"
"1662",0.416943
"1663",0.420944
"1664",0.481663
"1665",0.354828
"1666",0.772972
"1667",0.397559
"1668",0.39072
"1669",0.434523
"1670",0.359916
"1671",0.376198
"1672",0.876106
"1673",0.99344
"1674",0.436542
"1675",0.417352
"1676",0.733772
"1677",0.681666
"1678",0.816152
"1679",0.504645
"1680",0.926918
"1681",0.553344
"1682",0.557519
"1683",0.570427
"1684",0.756891
"1685",0.523067
"1686",0.563711
"1687",0.689994
"1688",0.893016
"1689",0.808915
"1690",0.328631
"1691",0.372904
"1692",0.580956
"1693",0.184611
"1694",0.366757
"1695",0.337295
"1696",0.480184
"1697",0.194349
"1698",0.208068
"1699",0.373243
"1700",0.791728
"1701",0.824727
"1702",0.161273
"1703",0.385771
"1704",0.388077
"1705",0.285238
"1706",0.364478
"1707",0.759548
"1708",0.379234
"1709",0.468589
"1710",0.225181
"1711",0.54885
"1712",0.193682
"1713",0.740612
"1714",0.343343
"1715",0.296729
"1716",0.75627
"1717",0.172705
"1718",0.914912
"1719",0.218411
"1720",0.724223
"1721",0.373243
"1722",0.414245
"1723",0.990341
"1724",0.476864
"1725",0.443878
"1726",0.130317
"1727",0.948743
"1728",0.576659
"1729",0.591538
"1730",0.585508
"1731",0.232456
"1732",0.486207
"1733",0.381566
"1734",0.352921
"1735",0.677106
"1736",0.457849
"1737",0.230524
"1738",0.35077
"1739",0.3152
"1740",0.328631
"1741",0.418923
"1742",0.576004
"1743",0.321255
"1744",0.488536
"1745",0.529646
"1746",0.939184
"1747",0.834696
"1748",0.923254
"1749",0.756424
"1750",0.593293
"1751",0.269304
"1752",0.234917
"1753",0.154233
"1754",0.406643
"1755",0.99774
"1756",0.885903
"1757",0.232456
"1758",0.197315
"1759",0.53499
"1760",0.189728
"1761",0.177902
"1762",0.163003
"1763",0.748629
"1764",0.579538
"1765",0.803318
"1766",0.218743
"1767",0.772842
"1768",0.474474
"1769",0.46137
"1770",0.198149
"1771",0.298005
"1772",0.232636
"1773",0.386863
"1774",0.386863
"1775",0.550426
"1776",0.876954
"1777",0.494839
"1778",0.506232
"1779",0.578443
"1780",0.37749
"1781",0.224648
"1782",0.557761
"1783",0.497796
"1784",0.736291
"1785",0.224648
"1786",0.317291
"1787",0.380919
"1788",0.441631
"1789",0.452389
"1790",0.398763
"1791",0.380001
"1792",0.508693
"1793",0.271431
"1794",0.265456
"1795",0.302151
"1796",0.224648
"1797",0.817173
"1798",0.815533
"1799",0.582456
"1800",0.900002
"1801",0.329437
"1802",0.830013
"1803",0.447066
"1804",0.581277
"1805",0.611872
"1806",0.339673
"1807",0.641273
"1808",0.547333
"1809",0.3794
"1810",0.535861
"1811",0.416823
"1812",0.685301
"1813",0.179519
"1814",0.427996
"1815",0.818186
"1816",0.487989
"1817",0.361683
"1818",0.258722
"1819",0.382859
"1820",0.519599
"1821",0.33561
"1822",0.266274
"1823",0.198126
"1824",0.21313
"1825",0.673041
"1826",0.481327
"1827",0.363453
"1828",0.757642
"1829",0.373243
"1830",0.166605
"1831",0.422117
"1832",0.784505
"1833",0.433054
"1834",0.553344
"1835",0.218502
"1836",0.414755
"1837",0.518473
"1838",0.922357
"1839",0.718454
"1840",0.826912
"1841",0.663721
"1842",0.77037
"1843",0.683333
"1844",0.67588
"1845",0.282202
"1846",0.529646
"1847",0.539004
"1848",0.794867
"1849",0.784083
"1850",0.689046
"1851",0.228256
"1852",0.313295
"1853",0.733121
"1854",0.40084
"1855",0.899715
"1856",0.871936
"1857",0.61444
"1858",0.172433
"1859",0.509048
"1860",0.579873
"1861",0.346998
"1862",0.367649
"1863",0.631108
"1864",0.936447
"1865",0.527285
"1866",0.527285
"1867",0.45594
"1868",0.317505
"1869",0.418264
"1870",0.778535
"1871",0.336199
"1872",0.752163
"1873",0.0903352
"1874",0.753651
"1875",0.280998
"1876",0.206218
"1877",0.304284
"1878",0.377619
"1879",0.449766
"1880",0.649383
"1881",0.356357
"1882",0.837975
"1883",0.751261
"1884",0.180926
"1885",0.336727
"1886",0.323798
"1887",0.220087
"1888",0.558933
"1889",0.349478
"1890",0.400665
"1891",0.506806
"1892",0.8051
"1893",0.848836
"1894",0.535346
"1895",0.501686
"1896",0.607003
"1897",0.174056
"1898",0.588517
"1899",0.232456
"1900",0.224648
"1901",0.49104
"1902",0.771796
"1903",0.854803
"1904",0.332753
"1905",0.751261
"1906",0.407355
"1907",0.247614
"1908",0.336606
"1909",0.200808
"1910",0.641273
"1911",0.781662
"1912",0.587331
"1913",0.482727
"1914",0.416019
"1915",0.648767
"1916",0.406407
"1917",0.328574
"1918",0.628354
"1919",0.306389
"1920",0.463871
"1921",0.932825
"1922",0.696045
"1923",0.184349
"1924",0.489667
"1925",0.519795
"1926",0.355766
"1927",0.627084
"1928",0.339109
"1929",0.804687
"1930",0.128919
"1931",0.15378
"1932",0.418193
"1933",0.377965
"1934",0.395777
"1935",0.551534
"1936",0.821771
"1937",0.461777
"1938",0.278643
"1939",0.39332
"1940",0.524119
"1941",0.172433
"1942",0.506806
"1943",0.91143
"1944",0.421954
"1945",0.29501
"1946",0.775737
"1947",0.596699
"1948",0.231447
"1949",0.930703
"1950",0.439886
"1951",0.4904
"1952",0.860021
"1953",0.259284
"1954",0.734879
"1955",0.593856
"1956",0.119335
"1957",0.846403
"1958",0.946821
"1959",0.795762
"1960",0.395239
"1961",0.691315
"1962",0.946003
"1963",0.938538
"1964",0.323743
"1965",0.377965
"1966",0.329596
"1967",0.76234
"1968",0.565438
"1969",0.430331
"1970",0.273576
"1971",0.423546
"1972",0.57534
"1973",0.781656
"1974",0.783658
"1975",0.373243
"1976",0.487989
"1977",0.951086
"1978",0.46514
"1979",0.115397
"1980",0.646774
"1981",0.82093
"1982",0.35324
"1983",0.683895
"1984",0.374554
"1985",0.588312
"1986",0.266656
"1987",0.168758
"1988",0.341435
"1989",0.31243
"1990",0.39072
"1991",0.153671
"1992",0.306051
"1993",0.48572
"1994",0.282535
"1995",0.395557
"1996",0.384293
"1997",0.339303
"1998",0.232154
"1999",0.881825
"2000",0.318487
"2001",0.402389
"2002",0.388102
"2003",0.323393
"2004",0.320901
"2005",0.38186
"2006",0.346691
"2007",0.22422
"2008",0.466139
"2009",0.741771
"2010",0.439804
"2011",0.499463
"2012",0.251606
"2013",0.527905
"2014",0.259847
"2015",0.620498
"2016",0.905079
"2017",0.530512
"2018",0.599868
"2019",0.428283
"2020",0.311109
"2021",0.290276
"2022",0.296917
"2023",0.701767
"2024",0.206218
"2025",0.500166
"2026",0.329384
"2027",0.17133
"2028",0.834552
"2029",0.228564
"2030",0.447597
"2031",0.853709
"2032",0.495682
"2033",0.490487
"2034",0.247021
"2035",0.700528
"2036",0.47056
