"","VAR1","VAR2"
"303",-0.0699592,0.271192
"304",0.823854,0.892007
"305",0.250774,0.583786
"306",0.0874845,0.386513
"307",0.57978,0.719531
"308",0.855409,0.280293
"309",0.164165,1.03411
"310",0.960695,0.466491
"311",1.1621,0.180629
"312",0.739734,0.826536
"313",0.630089,0.334052
"314",0.659491,0.14618
"315",-0.0247794,0.347491
"316",0.0874845,0.386513
"317",0.286789,0.511685
"318",1.05252,-0.155438
"319",0.296029,0.631353
"320",0.688223,0.304788
"321",0.714638,0.130789
"322",0.94429,0.657136
"323",0.353638,0.584063
"324",0.483377,0.860109
"325",-0.12659,1.02517
"326",0.111736,0.0256625
"327",0.412239,0.0862455
"328",0.0827595,0.658777
"329",0.29324,0.250785
"330",0.269074,0.102756
"331",1.084,0.762125
"332",0.94429,0.657136
"333",0.646679,0.709798
"334",-0.0699592,0.271192
"335",0.421532,0.936302
"336",0.353638,0.584063
"337",0.310288,0.839258
"338",0.164165,1.03411
"339",0.438648,0.819637
"340",0.483377,0.860109
"341",0.238211,-0.00542968
"342",-0.105423,0.437017
"343",0.58572,0.584797
"344",1.13165,0.456618
"345",0.438648,0.819637
"346",0.164165,1.03411
"347",0.157648,0.538538
"348",0.21997,0.617583
"349",0.0827595,0.658777
"350",0.337136,0.720524
"351",0.259749,0.701944
"352",0.21997,0.617583
"353",0.688223,0.304788
"354",0.456174,0.694351
"355",0.397949,0.758487
"356",0.751546,0.126304
"357",0.21997,0.617583
"358",0.276847,0.516895
"359",0.0827595,0.658777
"360",0.883,0.360591
"361",0.488779,1.15474
"362",0.60257,0.301382
"363",0.310288,0.839258
"364",0.696322,0.732059
"365",0.777494,0.532465
"366",0.721764,0.517985
"367",0.94429,0.657136
"368",0.594516,0.155161
"369",0.650406,-0.0125245
"370",0.567457,0.72957
"371",0.310288,0.839258
"372",0.243656,0.156908
"373",0.685942,0.618262
"374",0.696322,0.732059
"375",0.543783,1.13364
"376",0.21997,0.617583
"377",0.838063,0.525708
"378",0.551076,0.835028
"379",0.0238077,0.473618
"380",0.202385,0.363947
"381",-0.00972178,0.270195
"382",0.262967,0.501704
"383",0.567457,0.72957
"384",0.202385,0.363947
"385",0.488779,1.15474
"386",0.164165,1.03411
"387",0.519309,0.554612
"388",-0.0414032,0.517648
"389",0.807589,0.936485
"390",0.809566,0.380109
"391",0.809566,0.380109
"392",0.807589,0.936485
"393",0.358574,1.08035
"394",0.310288,0.839258
"395",0.421532,0.936302
"396",0.00480858,0.268102
"397",0.550103,0.345437
"398",1.05304,0.98726
"399",0.960695,0.466491
"400",0.238211,-0.00542968
"401",0.1722,0.47132
"402",0.818477,0.317289
"403",-0.0414032,0.517648
"404",0.397949,0.758487
"405",0.58572,0.584797
"406",0.0874845,0.386513
"407",0.447474,0.46809
"408",0.00480858,0.268102
"409",0.12123,0.711698
"410",0.739734,0.826536
"411",0.292982,1.04867
"412",1.1621,0.180629
"413",0.543783,1.13364
"414",0.564837,1.08143
"415",0.646679,0.709798
"416",0.483377,0.860109
"417",-0.105423,0.437017
"418",0.397949,0.758487
"419",0.838063,0.525708
"420",0.438648,0.819637
"421",1.1621,0.180629
"422",0.401045,0.71779
"423",0.3901,0.309637
"424",0.0874845,0.386513
"425",0.630089,0.334052
"426",0.960695,0.466491
"427",0.714638,0.130789
"428",0.358574,1.08035
"429",0.111736,0.0256625
"430",0.533584,0.276363
"431",0.646679,0.709798
"432",0.777494,0.532465
"433",0.696322,0.732059
"434",0.565719,0.0346676
"435",-0.00972178,0.270195
"436",1.01632,0.201015
"437",0.111736,0.0256625
"438",0.421532,0.936302
"439",0.456174,0.694351
"440",0.86724,0.5982
"441",0.688223,0.304788
"442",0.630089,0.334052
"443",0.777494,0.532465
"444",0.456569,0.679871
"445",0.913186,0.776793
"446",0.594516,0.155161
"447",0.243656,0.156908
"448",0.60257,0.301382
"449",0.883,0.360591
"450",0.838063,0.525708
"451",0.838063,0.525708
"452",0.551076,0.835028
"453",0.216289,0.394077
"454",0.292982,1.04867
"455",0.292982,1.04867
"456",0.483377,0.860109
"457",0.714638,0.130789
"458",0.202385,0.363947
"459",0.187964,0.371655
"460",0.58572,0.584797
"461",0.960695,0.466491
"462",0.855409,0.280293
"463",0.930402,0.505636
"464",0.807589,0.936485
"465",0.456174,0.694351
"466",0.60257,0.301382
"467",0.696322,0.732059
"468",0.594516,0.155161
"469",0.401045,0.71779
"470",0.529925,0.620893
"471",0.269074,0.102756
"472",0.913186,0.776793
"473",0.818477,0.317289
"474",0.550103,0.345437
"475",0.0377625,0.649432
"476",0.292982,1.04867
"477",0.216289,0.394077
"478",0.85266,-0.0689191
"479",0.685942,0.618262
"480",-0.0414032,0.517648
"481",0.543783,1.13364
"482",0.421532,0.936302
"483",0.913186,0.776793
"484",0.310288,0.839258
"485",0.60257,0.301382
"486",0.447474,0.46809
"487",0.447474,0.46809
"488",0.202385,0.363947
"489",0.543783,1.13364
"490",0.565719,0.0346676
"491",1.084,0.762125
"492",0.164165,1.03411
"493",0.564837,1.08143
"494",0.86724,0.5982
"495",0.0238077,0.473618
"496",-0.0414032,0.517648
"497",0.243656,0.156908
"498",0.809566,0.380109
"499",0.960695,0.466491
"500",0.838063,0.525708
"501",0.646679,0.709798
"502",-0.0699592,0.271192
"503",0.659491,0.14618
"504",0.12123,0.711698
"505",0.111736,0.0256625
"506",0.216289,0.394077
"507",0.412239,0.0862455
"508",0.353638,0.584063
"509",0.216289,0.394077
"510",0.529925,0.620893
"511",0.913186,0.776793
"512",0.259749,0.701944
"513",0.60257,0.301382
"514",0.21997,0.617583
"515",0.3901,0.309637
"516",0.688223,0.304788
"517",0.286789,0.511685
"518",-0.11999,0.666024
"519",0.777494,0.532465
"520",0.685942,0.618262
"521",0.57978,0.719531
"522",0.646679,0.709798
"523",0.111736,0.0256625
"524",0.456569,0.679871
"525",0.883,0.360591
"526",0.187964,0.371655
"527",0.276847,0.516895
"528",0.157648,0.538538
"529",0.543783,1.13364
"530",0.543783,1.13364
"531",0.1722,0.47132
"532",0.650406,-0.0125245
"533",0.421532,0.936302
"534",0.202385,0.363947
"535",0.650406,-0.0125245
"536",0.550103,0.345437
"537",0.456569,0.679871
"538",0.1722,0.47132
"539",0.249106,0.104776
"540",0.688223,0.304788
"541",0.447474,0.46809
"542",0.723835,0.373205
"543",0.353638,0.584063
"544",0.353638,0.584063
"545",0.262967,0.501704
"546",0.696322,0.732059
"547",-0.105423,0.437017
"548",0.533584,0.276363
"549",0.838063,0.525708
"550",0.187964,0.371655
"551",-0.0414032,0.517648
"552",0.564837,1.08143
"553",0.0377625,0.649432
"554",0.483377,0.860109
"555",0.284189,1.02829
"556",0.564837,1.08143
"557",0.1722,0.47132
"558",0.238211,-0.00542968
"559",0.111736,0.0256625
"560",-0.0414032,0.517648
"561",0.220097,0.478245
"562",0.292982,1.04867
"563",0.902484,-0.0244349
"564",0.389907,0.746596
"565",0.751546,0.126304
"566",0.94429,0.657136
"567",0.649551,0.930934
"568",0.276847,0.516895
"569",0.247288,0.172824
"570",0.238211,-0.00542968
"571",0.57978,0.719531
"572",-0.12659,1.02517
"573",-0.105423,0.437017
"574",0.216289,0.394077
"575",0.21997,0.617583
"576",0.401045,0.71779
"577",0.401045,0.71779
"578",0.688223,0.304788
"579",0.00480858,0.268102
"580",0.85266,-0.0689191
"581",0.456569,0.679871
"582",0.21997,0.617583
"583",0.533584,0.276363
"584",0.0827595,0.658777
"585",0.58572,0.584797
"586",0.337136,0.720524
"587",0.0827595,0.658777
"588",0.777494,0.532465
"589",0.58572,0.584797
"590",0.86724,0.5982
"591",0.630089,0.334052
"592",0.488779,1.15474
"593",0.187964,0.371655
"594",0.483377,0.860109
"595",0.12123,0.711698
"596",1.13165,0.456618
"597",-0.00972178,0.270195
"598",0.421532,0.936302
"599",0.739734,0.826536
"600",0.723835,0.373205
"601",0.809566,0.380109
"602",-0.105423,0.437017
"603",0.807589,0.936485
"604",0.685942,0.618262
"605",0.551076,0.835028
"606",0.0238077,0.473618
"607",0.0238077,0.473618
"608",0.0827595,0.658777
"609",0.930402,0.505636
"610",0.823854,0.892007
"611",0.269074,0.102756
"612",-0.0699592,0.271192
"613",0.529925,0.620893
"614",0.157648,0.538538
"615",0.358574,1.08035
"616",0.12123,0.711698
"617",0.337136,0.720524
"618",0.164165,1.03411
"619",0.723835,0.373205
"620",-0.105423,0.437017
"621",0.551076,0.835028
"622",0.296029,0.631353
"623",-0.12659,1.02517
"624",0.296029,0.631353
"625",0.238211,-0.00542968
"626",0.659491,0.14618
"627",0.688223,0.304788
"628",0.483377,0.860109
"629",0.157648,0.538538
"630",0.21997,0.617583
"631",0.276847,0.516895
"632",0.488779,1.15474
"633",0.262967,0.501704
"634",0.838063,0.525708
"635",0.337136,0.720524
"636",0.564837,1.08143
"637",0.0827595,0.658777
"638",0.250774,0.583786
"639",0.550103,0.345437
"640",0.659491,0.14618
"641",0.646679,0.709798
"642",0.259749,0.701944
"643",1.01632,0.201015
"644",-0.105423,0.437017
"645",-0.12659,1.02517
"646",0.29324,0.250785
"647",0.930402,0.505636
"648",0.488779,1.15474
"649",0.276679,0.262499
"650",0.714638,0.130789
"651",0.0874845,0.386513
"652",0.1722,0.47132
"653",0.187964,0.371655
"654",0.913186,0.776793
"655",1.1621,0.180629
"656",0.646679,0.709798
"657",0.533584,0.276363
"658",0.296029,0.631353
"659",0.276679,0.262499
"660",0.276679,0.262499
"661",0.474202,0.639351
"662",0.85266,-0.0689191
"663",0.247288,0.172824
"664",0.292982,1.04867
"665",0.913186,0.776793
"666",0.284189,1.02829
"667",0.807589,0.936485
"668",0.751546,0.126304
"669",0.243656,0.156908
"670",0.276679,0.262499
"671",0.0377625,0.649432
"672",0.74571,0.29278
"673",0.12123,0.711698
"674",0.564837,1.08143
"675",0.94429,0.657136
"676",0.696322,0.732059
"677",0.483377,0.860109
"678",0.550103,0.345437
"679",0.164165,1.03411
"680",0.00480858,0.268102
"681",0.838063,0.525708
"682",0.389907,0.746596
"683",0.438648,0.819637
"684",0.12123,0.711698
"685",0.86724,0.5982
"686",0.883,0.360591
"687",0.259749,0.701944
"688",0.397949,0.758487
"689",0.777494,0.532465
"690",1.084,0.762125
"691",0.187964,0.371655
"692",0.247288,0.172824
"693",0.685942,0.618262
"694",1.13165,0.456618
"695",0.483377,0.860109
"696",0.401045,0.71779
"697",0.164165,1.03411
"698",0.397949,0.758487
"699",0.164165,1.03411
"700",0.238211,-0.00542968
"701",0.960695,0.466491
"702",0.739734,0.826536
"703",0.714638,0.130789
"704",0.533584,0.276363
"705",0.0600993,0.449538
"706",0.488779,1.15474
"707",0.74571,0.29278
"708",0.685942,0.618262
"709",0.284189,1.02829
"710",0.0600993,0.449538
"711",-0.12659,1.02517
"712",0.438648,0.819637
"713",0.412239,0.0862455
"714",0.310288,0.839258
"715",0.564837,1.08143
"716",0.310288,0.839258
"717",0.292982,1.04867
"718",0.286789,0.511685
"719",0.29324,0.250785
"720",0.12123,0.711698
"721",1.05304,0.98726
"722",0.721764,0.517985
"723",0.529925,0.620893
"724",0.823854,0.892007
"725",0.0600993,0.449538
"726",0.902484,-0.0244349
"727",0.550103,0.345437
"728",0.630089,0.334052
"729",0.187964,0.371655
"730",0.488779,1.15474
"731",0.397949,0.758487
"732",0.249106,0.104776
"733",-0.00972178,0.270195
"734",0.284189,1.02829
"735",0.902484,-0.0244349
"736",0.739734,0.826536
"737",0.247288,0.172824
"738",0.238211,-0.00542968
"739",0.519309,0.554612
"740",0.57978,0.719531
"741",1.1621,0.180629
"742",0.94429,0.657136
"743",0.58572,0.584797
"744",0.688223,0.304788
"745",0.0827595,0.658777
"746",0.529925,0.620893
"747",0.809566,0.380109
"748",0.250774,0.583786
"749",0.421532,0.936302
"750",0.276847,0.516895
"751",0.543783,1.13364
"752",0.564837,1.08143
"753",-0.0414032,0.517648
"754",0.809566,0.380109
"755",1.084,0.762125
"756",0.202385,0.363947
"757",0.276847,0.516895
"758",0.29324,0.250785
"759",0.650406,-0.0125245
"760",0.723835,0.373205
"761",0.401045,0.71779
"762",0.930402,0.505636
"763",0.751546,0.126304
"764",0.247288,0.172824
"765",1.05304,0.98726
"766",0.284189,1.02829
"767",0.807589,0.936485
"768",0.483377,0.860109
"769",0.247288,0.172824
"770",0.86724,0.5982
"771",0.646679,0.709798
"772",0.714638,0.130789
"773",0.296029,0.631353
"774",0.247288,0.172824
"775",-0.12659,1.02517
"776",0.60257,0.301382
"777",0.0600993,0.449538
"778",-0.0247794,0.347491
"779",0.286789,0.511685
"780",0.29324,0.250785
"781",0.551076,0.835028
"782",0.739734,0.826536
"783",0.823854,0.892007
"784",0.543783,1.13364
"785",0.12123,0.711698
"786",0.930402,0.505636
"787",0.0600993,0.449538
"788",0.685942,0.618262
"789",1.05304,0.98726
"790",0.688223,0.304788
"791",0.688223,0.304788
"792",-0.105423,0.437017
"793",0.94429,0.657136
"794",0.401045,0.71779
"795",0.389907,0.746596
"796",0.567457,0.72957
"797",-0.00972178,0.270195
"798",0.401045,0.71779
"799",0.337136,0.720524
"800",0.646679,0.709798
"801",-0.0699592,0.271192
"802",0.543783,1.13364
"803",0.292982,1.04867
"804",0.456174,0.694351
"805",0.292982,1.04867
"806",-0.0414032,0.517648
"807",0.397949,0.758487
"808",0.238211,-0.00542968
"809",0.818477,0.317289
"810",0.483377,0.860109
"811",0.0874845,0.386513
"812",0.543783,1.13364
"813",0.243656,0.156908
"814",0.216289,0.394077
"815",0.269074,0.102756
"816",0.187964,0.371655
"817",0.94429,0.657136
"818",1.084,0.762125
"819",0.883,0.360591
"820",0.960695,0.466491
"821",0.474202,0.639351
"822",0.353638,0.584063
"823",0.529925,0.620893
"824",0.57978,0.719531
"825",0.389907,0.746596
"826",0.488779,1.15474
"827",0.551076,0.835028
"828",0.823854,0.892007
"829",-0.00972178,0.270195
"830",0.533584,0.276363
"831",0.296029,0.631353
"832",0.216289,0.394077
"833",0.438648,0.819637
"834",0.3901,0.309637
"835",0.751546,0.126304
"836",0.567457,0.72957
"837",0.650406,-0.0125245
"838",-0.105423,0.437017
"839",0.238211,-0.00542968
"840",0.249106,0.104776
"841",0.74571,0.29278
"842",0.488779,1.15474
"843",0.86724,0.5982
"844",0.276679,0.262499
"845",0.930402,0.505636
"846",0.0827595,0.658777
"847",-0.00972178,0.270195
"848",0.519309,0.554612
"849",0.777494,0.532465
"850",0.249106,0.104776
"851",0.739734,0.826536
"852",0.0377625,0.649432
"853",0.543783,1.13364
"854",0.438648,0.819637
"855",0.1722,0.47132
"856",0.823854,0.892007
"857",0.164165,1.03411
"858",0.421532,0.936302
"859",0.818477,0.317289
"860",0.721764,0.517985
"861",0.646679,0.709798
"862",-0.0699592,0.271192
"863",0.456569,0.679871
"864",0.358574,1.08035
"865",0.286789,0.511685
"866",-0.12659,1.02517
"867",1.01632,0.201015
"868",0.551076,0.835028
"869",1.13165,0.456618
"870",0.238211,-0.00542968
"871",0.21997,0.617583
"872",0.751546,0.126304
"873",0.401045,0.71779
"874",0.0827595,0.658777
"875",0.567457,0.72957
"876",-0.105423,0.437017
"877",0.202385,0.363947
"878",0.739734,0.826536
"879",0.269074,0.102756
"880",0.389907,0.746596
"881",0.86724,0.5982
"882",-0.0699592,0.271192
"883",0.474202,0.639351
"884",0.838063,0.525708
"885",0.488779,1.15474
"886",0.456569,0.679871
"887",0.00480858,0.268102
"888",0.567457,0.72957
"889",0.29324,0.250785
"890",0.902484,-0.0244349
"891",0.247288,0.172824
"892",0.12123,0.711698
"893",0.296029,0.631353
"894",0.456174,0.694351
"895",0.488779,1.15474
"896",0.474202,0.639351
"897",0.292982,1.04867
"898",0.412239,0.0862455
"899",0.739734,0.826536
"900",0.565719,0.0346676
"901",0.474202,0.639351
"902",1.1621,0.180629
"903",0.164165,1.03411
"904",0.57978,0.719531
"905",0.723835,0.373205
"906",0.401045,0.71779
"907",0.721764,0.517985
"908",0.930402,0.505636
"909",1.084,0.762125
"910",0.488779,1.15474
"911",0.650406,-0.0125245
"912",0.550103,0.345437
"913",0.216289,0.394077
"914",1.084,0.762125
"915",0.259749,0.701944
"916",0.397949,0.758487
"917",0.474202,0.639351
"918",0.1722,0.47132
"919",0.688223,0.304788
"920",0.688223,0.304788
"921",0.960695,0.466491
"922",0.0238077,0.473618
"923",0.913186,0.776793
"924",0.296029,0.631353
"925",0.723835,0.373205
"926",0.659491,0.14618
"927",1.05304,0.98726
"928",0.594516,0.155161
"929",0.337136,0.720524
"930",0.447474,0.46809
"931",0.456174,0.694351
"932",0.412239,0.0862455
"933",0.543783,1.13364
"934",0.269074,0.102756
"935",0.551076,0.835028
"936",0.74571,0.29278
"937",0.930402,0.505636
"938",0.292982,1.04867
"939",0.3901,0.309637
"940",0.630089,0.334052
"941",1.1621,0.180629
"942",0.243656,0.156908
"943",0.243656,0.156908
"944",0.883,0.360591
"945",0.353638,0.584063
"946",0.721764,0.517985
"947",0.883,0.360591
"948",-0.0414032,0.517648
"949",0.519309,0.554612
"950",0.238211,-0.00542968
"951",0.262967,0.501704
"952",0.389907,0.746596
"953",0.247288,0.172824
"954",0.818477,0.317289
"955",0.86724,0.5982
"956",0.823854,0.892007
"957",0.358574,1.08035
"958",1.01632,0.201015
"959",0.483377,0.860109
"960",0.529925,0.620893
"961",0.243656,0.156908
"962",-0.0699592,0.271192
"963",0.883,0.360591
"964",0.930402,0.505636
"965",0.751546,0.126304
"966",0.483377,0.860109
"967",0.739734,0.826536
"968",0.855409,0.280293
"969",0.0600993,0.449538
"970",0.529925,0.620893
"971",1.084,0.762125
"972",0.286789,0.511685
"973",0.696322,0.732059
"974",0.96725,0.702231
"975",1.084,0.762125
"976",0.685942,0.618262
"977",0.337136,0.720524
"978",0.276679,0.262499
"979",0.157648,0.538538
"980",0.296029,0.631353
"981",0.1722,0.47132
"982",0.412239,0.0862455
"983",0.57978,0.719531
"984",0.564837,1.08143
"985",0.438648,0.819637
"986",0.550103,0.345437
"987",0.488779,1.15474
"988",0.86724,0.5982
"989",0.777173,0.138106
"990",0.74571,0.29278
"991",0.284189,1.02829
"992",0.284189,1.02829
"993",0.397949,0.758487
"994",0.650406,-0.0125245
"995",0.0377625,0.649432
"996",0.243656,0.156908
"997",0.86724,0.5982
"998",-0.0247794,0.347491
"999",0.447474,0.46809
"1000",1.05304,0.98726
"1001",0.930402,0.505636
"1002",0.292982,1.04867
"1003",0.292982,1.04867
"1004",0.0238077,0.473618
"1005",0.474202,0.639351
"1006",-0.12659,1.02517
"1007",0.685942,0.618262
"1008",0.594516,0.155161
"1009",0.688223,0.304788
"1010",0.262967,0.501704
"1011",0.337136,0.720524
"1012",0.412239,0.0862455
"1013",0.447474,0.46809
"1014",0.337136,0.720524
"1015",-0.105423,0.437017
"1016",0.739734,0.826536
"1017",0.3901,0.309637
"1018",0.883,0.360591
"1019",0.650406,-0.0125245
"1020",0.650406,-0.0125245
"1021",0.164165,1.03411
"1022",0.809566,0.380109
"1023",0.157648,0.538538
"1024",0.358574,1.08035
"1025",0.565719,0.0346676
"1026",0.284189,1.02829
"1027",0.21997,0.617583
"1028",0.60257,0.301382
"1029",0.249106,0.104776
"1030",0.94429,0.657136
"1031",0.58572,0.584797
"1032",0.567457,0.72957
"1033",0.723835,0.373205
"1034",0.0600993,0.449538
"1035",1.084,0.762125
"1036",0.276847,0.516895
"1037",0.276679,0.262499
"1038",0.646679,0.709798
"1039",0.397949,0.758487
"1040",1.13165,0.456618
"1041",0.157648,0.538538
"1042",0.284189,1.02829
"1043",-0.12659,1.02517
"1044",-0.257726,0.992296
"1045",0.0600993,0.449538
"1046",0.533584,0.276363
"1047",0.337136,0.720524
"1048",0.646679,0.709798
"1049",0.276847,0.516895
"1050",0.685942,0.618262
