"","VAR1","VAR2"
"262",0.847902,0.731103
"263",0.529527,0.489773
"264",0.68147,0.20752
"265",0.529527,0.489773
"266",0.252821,0.388922
"267",0.427769,0.856913
"268",0.098999,0.26302
"269",0.154186,0.387331
"270",0.427769,0.856913
"271",0.707732,0.13217
"272",0.139566,0.865449
"273",0.536057,0.537338
"274",0.847902,0.731103
"275",0.159192,0.827396
"276",0.823877,0.164456
"277",0.587267,0.69286
"278",0.450432,0.499344
"279",0.619243,0.561106
"280",0.414177,0.79112
"281",0.560009,0.37781
"282",0.380664,0.196563
"283",0.252805,0.789089
"284",0.718508,0.624848
"285",0.127847,0.542534
"286",0.707732,0.13217
"287",0.558577,0.278676
"288",0.450432,0.499344
"289",0.137812,0.727156
"290",0.847902,0.731103
"291",0.536057,0.537338
"292",0.550006,0.154787
"293",0.823877,0.164456
"294",0.199533,0.131371
"295",0.884712,0.12311
"296",0.529527,0.489773
"297",0.578316,0.77559
"298",0.355242,0.132961
"299",0.242101,0.286376
"300",0.712904,0.899016
"301",0.654198,0.44618
"302",0.139566,0.865449
"303",0.154186,0.387331
"304",0.755393,0.727422
"305",0.414177,0.79112
"306",0.186981,0.348007
"307",0.654198,0.44618
"308",0.811365,0.537798
"309",0.244032,0.847259
"310",0.690928,0.431681
"311",0.881965,0.233565
"312",0.578316,0.77559
"313",0.651405,0.139319
"314",0.489687,0.250396
"315",0.199533,0.131371
"316",0.186981,0.348007
"317",0.2856,0.613865
"318",0.837662,0.076282
"319",0.185049,0.42377
"320",0.870371,0.577144
"321",0.584093,0.209198
"322",0.758223,0.42955
"323",0.369793,0.311215
"324",0.450753,0.758251
"325",0.159192,0.827396
"326",0.0911095,0.227116
"327",0.707732,0.13217
"328",0.343255,0.706885
"329",0.5071,0.185832
"330",0.550006,0.154787
"331",0.893461,0.840645
"332",0.758223,0.42955
"333",0.712904,0.899016
"334",0.154186,0.387331
"335",0.476349,0.71133
"336",0.369793,0.311215
"337",0.137812,0.727156
"338",0.244032,0.847259
"339",0.306389,0.885537
"340",0.450753,0.758251
"341",0.0959974,0.0977378
"342",0.127847,0.542534
"343",0.736538,0.300506
"344",0.858906,0.284834
"345",0.306389,0.885537
"346",0.244032,0.847259
"347",0.375321,0.508506
"348",0.311313,0.440514
"349",0.343255,0.706885
"350",0.529527,0.489773
"351",0.551933,0.630105
"352",0.311313,0.440514
"353",0.870371,0.577144
"354",0.47017,0.595859
"355",0.220078,0.625845
"356",0.558577,0.278676
"357",0.311313,0.440514
"358",0.342391,0.615156
"359",0.343255,0.706885
"360",0.609507,0.299301
"361",0.40115,0.908572
"362",0.887307,0.445544
"363",0.137812,0.727156
"364",0.698998,0.718887
"365",0.855563,0.412249
"366",0.822807,0.631499
"367",0.758223,0.42955
"368",0.380664,0.196563
"369",0.480594,0.101398
"370",0.450432,0.499344
"371",0.137812,0.727156
"372",0.279748,0.234417
"373",0.563885,0.739051
"374",0.698998,0.718887
"375",0.770047,0.839973
"376",0.311313,0.440514
"377",0.659166,0.410382
"378",0.536057,0.537338
"379",0.098999,0.26302
"380",0.274764,0.130461
"381",0.105829,0.467067
"382",0.434662,0.222103
"383",0.450432,0.499344
"384",0.274764,0.130461
"385",0.40115,0.908572
"386",0.244032,0.847259
"387",0.718508,0.624848
"388",0.126168,0.605633
"389",0.898515,0.751825
"390",0.698771,0.537618
"391",0.698771,0.537618
"392",0.898515,0.751825
"393",0.596334,0.851051
"394",0.137812,0.727156
"395",0.476349,0.71133
"396",0.207051,0.546214
"397",0.560009,0.37781
"398",0.847902,0.731103
"399",0.690928,0.431681
"400",0.0959974,0.0977378
"401",0.320167,0.68785
"402",0.607317,0.595503
"403",0.126168,0.605633
"404",0.220078,0.625845
"405",0.736538,0.300506
"406",0.186981,0.348007
"407",0.282134,0.504011
"408",0.207051,0.546214
"409",0.252805,0.789089
"410",0.578316,0.77559
"411",0.427769,0.856913
"412",0.881965,0.233565
"413",0.770047,0.839973
"414",0.760153,0.781919
"415",0.712904,0.899016
"416",0.450753,0.758251
"417",0.127847,0.542534
"418",0.220078,0.625845
"419",0.659166,0.410382
"420",0.306389,0.885537
"421",0.881965,0.233565
"422",0.139566,0.865449
"423",0.252821,0.388922
"424",0.186981,0.348007
"425",0.651405,0.139319
"426",0.690928,0.431681
"427",0.584093,0.209198
"428",0.596334,0.851051
"429",0.0911095,0.227116
"430",0.250407,0.282786
"431",0.712904,0.899016
"432",0.855563,0.412249
"433",0.698998,0.718887
"434",0.750976,0.270966
"435",0.105829,0.467067
"436",0.823877,0.164456
"437",0.0911095,0.227116
"438",0.476349,0.71133
"439",0.47017,0.595859
"440",0.642733,0.762757
"441",0.870371,0.577144
"442",0.651405,0.139319
"443",0.855563,0.412249
"444",0.717506,0.778964
"445",0.891905,0.589287
"446",0.380664,0.196563
"447",0.279748,0.234417
"448",0.887307,0.445544
"449",0.609507,0.299301
"450",0.659166,0.410382
"451",0.659166,0.410382
"452",0.536057,0.537338
"453",0.417211,0.573795
"454",0.427769,0.856913
"455",0.427769,0.856913
"456",0.450753,0.758251
"457",0.584093,0.209198
"458",0.274764,0.130461
"459",0.355242,0.132961
"460",0.736538,0.300506
"461",0.690928,0.431681
"462",0.811365,0.537798
"463",0.671584,0.357656
"464",0.898515,0.751825
"465",0.47017,0.595859
"466",0.887307,0.445544
"467",0.698998,0.718887
"468",0.380664,0.196563
"469",0.139566,0.865449
"470",0.801071,0.380642
"471",0.550006,0.154787
"472",0.891905,0.589287
"473",0.607317,0.595503
"474",0.560009,0.37781
"475",0.203066,0.788763
"476",0.427769,0.856913
"477",0.417211,0.573795
"478",0.884712,0.12311
"479",0.563885,0.739051
"480",0.126168,0.605633
"481",0.770047,0.839973
"482",0.476349,0.71133
"483",0.891905,0.589287
"484",0.137812,0.727156
"485",0.887307,0.445544
"486",0.282134,0.504011
"487",0.282134,0.504011
"488",0.274764,0.130461
"489",0.770047,0.839973
"490",0.750976,0.270966
"491",0.893461,0.840645
"492",0.244032,0.847259
"493",0.760153,0.781919
"494",0.642733,0.762757
"495",0.098999,0.26302
"496",0.126168,0.605633
"497",0.279748,0.234417
"498",0.698771,0.537618
"499",0.690928,0.431681
"500",0.659166,0.410382
"501",0.712904,0.899016
"502",0.154186,0.387331
"503",0.489687,0.250396
"504",0.252805,0.789089
"505",0.0911095,0.227116
"506",0.417211,0.573795
"507",0.707732,0.13217
"508",0.369793,0.311215
"509",0.417211,0.573795
"510",0.801071,0.380642
"511",0.891905,0.589287
"512",0.551933,0.630105
"513",0.887307,0.445544
"514",0.311313,0.440514
"515",0.252821,0.388922
"516",0.870371,0.577144
"517",0.2856,0.613865
"518",0.0520159,0.654703
"519",0.855563,0.412249
"520",0.563885,0.739051
"521",0.654198,0.44618
"522",0.712904,0.899016
"523",0.0911095,0.227116
"524",0.717506,0.778964
"525",0.609507,0.299301
"526",0.355242,0.132961
"527",0.342391,0.615156
"528",0.375321,0.508506
"529",0.770047,0.839973
"530",0.770047,0.839973
"531",0.320167,0.68785
"532",0.480594,0.101398
"533",0.476349,0.71133
"534",0.274764,0.130461
"535",0.480594,0.101398
"536",0.560009,0.37781
"537",0.717506,0.778964
"538",0.320167,0.68785
"539",0.450717,0.347379
"540",0.870371,0.577144
"541",0.282134,0.504011
"542",0.619243,0.561106
"543",0.369793,0.311215
"544",0.369793,0.311215
"545",0.434662,0.222103
"546",0.698998,0.718887
"547",0.127847,0.542534
"548",0.250407,0.282786
"549",0.659166,0.410382
"550",0.355242,0.132961
"551",0.126168,0.605633
"552",0.760153,0.781919
"553",0.203066,0.788763
"554",0.450753,0.758251
"555",0.567348,0.836923
"556",0.760153,0.781919
"557",0.320167,0.68785
"558",0.0959974,0.0977378
"559",0.0911095,0.227116
"560",0.126168,0.605633
"561",0.242101,0.286376
"562",0.427769,0.856913
"563",0.80956,0.176407
"564",0.587267,0.69286
"565",0.558577,0.278676
"566",0.758223,0.42955
"567",0.387918,0.920024
"568",0.342391,0.615156
"569",0.205728,0.208984
"570",0.0959974,0.0977378
"571",0.654198,0.44618
"572",0.159192,0.827396
"573",0.127847,0.542534
"574",0.417211,0.573795
"575",0.311313,0.440514
"576",0.139566,0.865449
"577",0.139566,0.865449
"578",0.870371,0.577144
"579",0.207051,0.546214
"580",0.884712,0.12311
"581",0.717506,0.778964
"582",0.311313,0.440514
"583",0.250407,0.282786
"584",0.343255,0.706885
"585",0.736538,0.300506
"586",0.529527,0.489773
"587",0.343255,0.706885
"588",0.855563,0.412249
"589",0.736538,0.300506
"590",0.642733,0.762757
"591",0.651405,0.139319
"592",0.40115,0.908572
"593",0.355242,0.132961
"594",0.450753,0.758251
"595",0.252805,0.789089
"596",0.858906,0.284834
"597",0.105829,0.467067
"598",0.476349,0.71133
"599",0.578316,0.77559
"600",0.619243,0.561106
"601",0.698771,0.537618
"602",0.127847,0.542534
"603",0.898515,0.751825
"604",0.563885,0.739051
"605",0.536057,0.537338
"606",0.098999,0.26302
"607",0.098999,0.26302
"608",0.343255,0.706885
"609",0.671584,0.357656
"610",0.755393,0.727422
"611",0.550006,0.154787
"612",0.154186,0.387331
"613",0.801071,0.380642
"614",0.375321,0.508506
"615",0.596334,0.851051
"616",0.252805,0.789089
"617",0.529527,0.489773
"618",0.244032,0.847259
"619",0.619243,0.561106
"620",0.127847,0.542534
"621",0.536057,0.537338
"622",0.185049,0.42377
"623",0.159192,0.827396
"624",0.185049,0.42377
"625",0.0959974,0.0977378
"626",0.489687,0.250396
"627",0.870371,0.577144
"628",0.450753,0.758251
"629",0.375321,0.508506
"630",0.311313,0.440514
"631",0.342391,0.615156
"632",0.40115,0.908572
"633",0.434662,0.222103
"634",0.659166,0.410382
"635",0.529527,0.489773
"636",0.760153,0.781919
"637",0.343255,0.706885
"638",0.414177,0.79112
"639",0.560009,0.37781
"640",0.489687,0.250396
"641",0.712904,0.899016
"642",0.551933,0.630105
"643",0.823877,0.164456
"644",0.127847,0.542534
"645",0.159192,0.827396
"646",0.5071,0.185832
"647",0.671584,0.357656
"648",0.40115,0.908572
"649",0.390054,0.49515
"650",0.584093,0.209198
"651",0.186981,0.348007
"652",0.320167,0.68785
"653",0.355242,0.132961
"654",0.891905,0.589287
"655",0.881965,0.233565
"656",0.712904,0.899016
"657",0.250407,0.282786
"658",0.185049,0.42377
"659",0.390054,0.49515
"660",0.390054,0.49515
"661",0.385395,0.344133
"662",0.884712,0.12311
"663",0.205728,0.208984
"664",0.427769,0.856913
"665",0.891905,0.589287
"666",0.567348,0.836923
"667",0.898515,0.751825
"668",0.558577,0.278676
"669",0.279748,0.234417
"670",0.390054,0.49515
"671",0.203066,0.788763
"672",0.68147,0.20752
"673",0.252805,0.789089
"674",0.760153,0.781919
"675",0.758223,0.42955
"676",0.698998,0.718887
"677",0.450753,0.758251
"678",0.560009,0.37781
"679",0.244032,0.847259
"680",0.207051,0.546214
"681",0.659166,0.410382
"682",0.587267,0.69286
"683",0.306389,0.885537
"684",0.252805,0.789089
"685",0.642733,0.762757
"686",0.609507,0.299301
"687",0.551933,0.630105
"688",0.220078,0.625845
"689",0.855563,0.412249
"690",0.893461,0.840645
"691",0.355242,0.132961
"692",0.205728,0.208984
"693",0.563885,0.739051
"694",0.858906,0.284834
"695",0.450753,0.758251
"696",0.139566,0.865449
"697",0.244032,0.847259
"698",0.220078,0.625845
"699",0.244032,0.847259
"700",0.0959974,0.0977378
"701",0.690928,0.431681
"702",0.578316,0.77559
"703",0.584093,0.209198
"704",0.250407,0.282786
"705",0.229341,0.668831
"706",0.40115,0.908572
"707",0.68147,0.20752
"708",0.563885,0.739051
"709",0.567348,0.836923
"710",0.229341,0.668831
"711",0.159192,0.827396
"712",0.306389,0.885537
"713",0.707732,0.13217
"714",0.137812,0.727156
"715",0.760153,0.781919
"716",0.137812,0.727156
"717",0.427769,0.856913
"718",0.2856,0.613865
"719",0.5071,0.185832
"720",0.252805,0.789089
"721",0.847902,0.731103
"722",0.822807,0.631499
"723",0.801071,0.380642
"724",0.755393,0.727422
"725",0.229341,0.668831
"726",0.80956,0.176407
"727",0.560009,0.37781
"728",0.651405,0.139319
"729",0.355242,0.132961
"730",0.40115,0.908572
"731",0.220078,0.625845
"732",0.450717,0.347379
"733",0.105829,0.467067
"734",0.567348,0.836923
"735",0.80956,0.176407
"736",0.578316,0.77559
"737",0.205728,0.208984
"738",0.0959974,0.0977378
"739",0.718508,0.624848
"740",0.654198,0.44618
"741",0.881965,0.233565
"742",0.758223,0.42955
"743",0.736538,0.300506
"744",0.870371,0.577144
"745",0.343255,0.706885
"746",0.801071,0.380642
"747",0.698771,0.537618
"748",0.414177,0.79112
"749",0.476349,0.71133
"750",0.342391,0.615156
"751",0.770047,0.839973
"752",0.760153,0.781919
"753",0.126168,0.605633
"754",0.698771,0.537618
"755",0.893461,0.840645
"756",0.274764,0.130461
"757",0.342391,0.615156
"758",0.5071,0.185832
"759",0.480594,0.101398
"760",0.619243,0.561106
"761",0.139566,0.865449
"762",0.671584,0.357656
"763",0.558577,0.278676
"764",0.205728,0.208984
"765",0.847902,0.731103
"766",0.567348,0.836923
"767",0.898515,0.751825
"768",0.450753,0.758251
"769",0.205728,0.208984
"770",0.642733,0.762757
"771",0.712904,0.899016
"772",0.584093,0.209198
"773",0.185049,0.42377
"774",0.205728,0.208984
"775",0.159192,0.827396
"776",0.887307,0.445544
"777",0.229341,0.668831
"778",0.199533,0.131371
"779",0.2856,0.613865
"780",0.5071,0.185832
"781",0.536057,0.537338
"782",0.578316,0.77559
"783",0.755393,0.727422
"784",0.770047,0.839973
"785",0.252805,0.789089
"786",0.671584,0.357656
"787",0.229341,0.668831
"788",0.563885,0.739051
"789",0.847902,0.731103
"790",0.870371,0.577144
"791",0.870371,0.577144
"792",0.127847,0.542534
"793",0.758223,0.42955
"794",0.139566,0.865449
"795",0.587267,0.69286
"796",0.450432,0.499344
"797",0.105829,0.467067
"798",0.139566,0.865449
"799",0.529527,0.489773
"800",0.712904,0.899016
"801",0.154186,0.387331
"802",0.770047,0.839973
"803",0.427769,0.856913
"804",0.47017,0.595859
"805",0.427769,0.856913
"806",0.126168,0.605633
"807",0.220078,0.625845
"808",0.0959974,0.0977378
"809",0.607317,0.595503
"810",0.450753,0.758251
"811",0.186981,0.348007
"812",0.770047,0.839973
"813",0.279748,0.234417
"814",0.417211,0.573795
"815",0.550006,0.154787
"816",0.355242,0.132961
"817",0.758223,0.42955
"818",0.893461,0.840645
"819",0.609507,0.299301
"820",0.690928,0.431681
"821",0.385395,0.344133
"822",0.369793,0.311215
"823",0.801071,0.380642
"824",0.654198,0.44618
"825",0.587267,0.69286
"826",0.40115,0.908572
"827",0.536057,0.537338
"828",0.755393,0.727422
"829",0.105829,0.467067
"830",0.250407,0.282786
"831",0.185049,0.42377
"832",0.417211,0.573795
"833",0.306389,0.885537
"834",0.252821,0.388922
"835",0.558577,0.278676
"836",0.450432,0.499344
"837",0.480594,0.101398
"838",0.127847,0.542534
"839",0.0959974,0.0977378
"840",0.450717,0.347379
"841",0.68147,0.20752
"842",0.40115,0.908572
"843",0.642733,0.762757
"844",0.390054,0.49515
"845",0.671584,0.357656
"846",0.343255,0.706885
"847",0.105829,0.467067
"848",0.718508,0.624848
"849",0.855563,0.412249
"850",0.450717,0.347379
"851",0.578316,0.77559
"852",0.203066,0.788763
"853",0.770047,0.839973
"854",0.306389,0.885537
"855",0.320167,0.68785
"856",0.755393,0.727422
"857",0.244032,0.847259
"858",0.476349,0.71133
"859",0.607317,0.595503
"860",0.822807,0.631499
"861",0.712904,0.899016
"862",0.154186,0.387331
"863",0.717506,0.778964
"864",0.596334,0.851051
"865",0.2856,0.613865
"866",0.159192,0.827396
"867",0.823877,0.164456
"868",0.536057,0.537338
"869",0.858906,0.284834
"870",0.0959974,0.0977378
"871",0.311313,0.440514
"872",0.558577,0.278676
"873",0.139566,0.865449
"874",0.343255,0.706885
"875",0.450432,0.499344
"876",0.127847,0.542534
"877",0.274764,0.130461
"878",0.578316,0.77559
"879",0.550006,0.154787
"880",0.587267,0.69286
"881",0.642733,0.762757
"882",0.154186,0.387331
"883",0.385395,0.344133
"884",0.659166,0.410382
"885",0.40115,0.908572
"886",0.717506,0.778964
"887",0.207051,0.546214
"888",0.450432,0.499344
"889",0.5071,0.185832
"890",0.80956,0.176407
"891",0.205728,0.208984
"892",0.252805,0.789089
"893",0.185049,0.42377
"894",0.47017,0.595859
"895",0.40115,0.908572
"896",0.385395,0.344133
"897",0.427769,0.856913
"898",0.707732,0.13217
"899",0.578316,0.77559
"900",0.750976,0.270966
"901",0.385395,0.344133
"902",0.881965,0.233565
"903",0.244032,0.847259
"904",0.654198,0.44618
"905",0.619243,0.561106
"906",0.139566,0.865449
"907",0.822807,0.631499
"908",0.671584,0.357656
"909",0.893461,0.840645
"910",0.40115,0.908572
"911",0.480594,0.101398
"912",0.560009,0.37781
"913",0.417211,0.573795
"914",0.893461,0.840645
"915",0.551933,0.630105
"916",0.220078,0.625845
"917",0.385395,0.344133
"918",0.320167,0.68785
"919",0.870371,0.577144
"920",0.870371,0.577144
"921",0.690928,0.431681
"922",0.098999,0.26302
"923",0.891905,0.589287
"924",0.185049,0.42377
"925",0.619243,0.561106
"926",0.489687,0.250396
"927",0.847902,0.731103
"928",0.380664,0.196563
"929",0.529527,0.489773
"930",0.282134,0.504011
"931",0.47017,0.595859
"932",0.707732,0.13217
"933",0.770047,0.839973
"934",0.550006,0.154787
"935",0.536057,0.537338
"936",0.68147,0.20752
"937",0.671584,0.357656
"938",0.427769,0.856913
"939",0.252821,0.388922
"940",0.651405,0.139319
"941",0.881965,0.233565
"942",0.279748,0.234417
"943",0.279748,0.234417
"944",0.609507,0.299301
"945",0.369793,0.311215
"946",0.822807,0.631499
"947",0.609507,0.299301
"948",0.126168,0.605633
"949",0.718508,0.624848
"950",0.0959974,0.0977378
"951",0.434662,0.222103
"952",0.587267,0.69286
"953",0.205728,0.208984
"954",0.607317,0.595503
"955",0.642733,0.762757
"956",0.755393,0.727422
"957",0.596334,0.851051
"958",0.823877,0.164456
"959",0.450753,0.758251
"960",0.801071,0.380642
"961",0.279748,0.234417
"962",0.154186,0.387331
"963",0.609507,0.299301
"964",0.671584,0.357656
"965",0.558577,0.278676
"966",0.450753,0.758251
"967",0.578316,0.77559
"968",0.811365,0.537798
"969",0.229341,0.668831
"970",0.801071,0.380642
"971",0.893461,0.840645
"972",0.2856,0.613865
"973",0.698998,0.718887
"974",0.672984,0.953061
"975",0.893461,0.840645
"976",0.563885,0.739051
"977",0.529527,0.489773
"978",0.390054,0.49515
"979",0.375321,0.508506
"980",0.185049,0.42377
"981",0.320167,0.68785
"982",0.707732,0.13217
"983",0.654198,0.44618
"984",0.760153,0.781919
"985",0.306389,0.885537
"986",0.560009,0.37781
"987",0.40115,0.908572
"988",0.642733,0.762757
"989",0.83176,0.0597847
"990",0.68147,0.20752
"991",0.567348,0.836923
"992",0.567348,0.836923
"993",0.220078,0.625845
"994",0.480594,0.101398
"995",0.203066,0.788763
"996",0.279748,0.234417
"997",0.642733,0.762757
"998",0.199533,0.131371
"999",0.282134,0.504011
"1000",0.847902,0.731103
"1001",0.671584,0.357656
"1002",0.427769,0.856913
"1003",0.427769,0.856913
"1004",0.098999,0.26302
"1005",0.385395,0.344133
"1006",0.159192,0.827396
"1007",0.563885,0.739051
"1008",0.380664,0.196563
"1009",0.870371,0.577144
"1010",0.434662,0.222103
"1011",0.529527,0.489773
"1012",0.707732,0.13217
"1013",0.282134,0.504011
"1014",0.529527,0.489773
"1015",0.127847,0.542534
"1016",0.578316,0.77559
"1017",0.252821,0.388922
"1018",0.609507,0.299301
"1019",0.480594,0.101398
"1020",0.480594,0.101398
"1021",0.244032,0.847259
"1022",0.698771,0.537618
"1023",0.375321,0.508506
"1024",0.596334,0.851051
"1025",0.750976,0.270966
"1026",0.567348,0.836923
"1027",0.311313,0.440514
"1028",0.887307,0.445544
"1029",0.450717,0.347379
"1030",0.758223,0.42955
"1031",0.736538,0.300506
"1032",0.450432,0.499344
"1033",0.619243,0.561106
"1034",0.229341,0.668831
"1035",0.893461,0.840645
"1036",0.342391,0.615156
"1037",0.390054,0.49515
"1038",0.712904,0.899016
"1039",0.220078,0.625845
"1040",0.858906,0.284834
"1041",0.375321,0.508506
"1042",0.567348,0.836923
"1043",0.159192,0.827396
"1044",0.0404162,0.721782
"1045",0.229341,0.668831
"1046",0.250407,0.282786
"1047",0.529527,0.489773
"1048",0.712904,0.899016
"1049",0.342391,0.615156
"1050",0.563885,0.739051
"1051",0.154186,0.387331
"1052",0.881965,0.233565
"1053",0.550006,0.154787
"1054",0.770047,0.839973
"1055",0.185049,0.42377
"1056",0.536057,0.537338
"1057",0.375321,0.508506
"1058",0.205728,0.208984
"1059",0.205728,0.208984
"1060",0.489687,0.250396
"1061",0.801071,0.380642
"1062",0.578316,0.77559
"1063",0.609507,0.299301
"1064",0.801071,0.380642
"1065",0.306389,0.885537
