"","x","y"
"1072",5.29227,11.0196
"1073",5.30902,11.3328
"1074",3.05838,6.64663
"1075",4.40205,1.97663
"1076",4.10987,0.927317
"1077",8.6348,1.73456
"1078",2.06645,3.10905
"1079",1.72927,2.9972
"1080",0.838309,3.25416
"1081",9.96908,3.57633
"1082",10.1838,3.53078
"1083",11.2329,9.43235
"1084",5.2487,10.36
"1085",3.11256,3.45328
"1086",1.86318,3.22942
"1087",7.51147,10.0406
"1088",9.27093,9.26942
"1089",8.6909,1.81071
"1090",10.1224,10.2848
"1091",10.0428,5.75838
"1092",0.775309,7.91127
"1093",7.28773,7.53705
"1094",8.40199,1.89611
"1095",5.18013,2.66514
"1096",4.46492,6.3475
"1097",4.55244,1.96758
"1098",10.0082,10.2546
"1099",5.24914,9.92669
"1100",2.99997,6.09399
"1101",2.00768,1.94468
"1102",5.61531,1.22229
"1103",6.49023,7.83667
"1104",5.90642,6.92615
"1105",8.5744,4.78592
"1106",6.42372,1.81382
"1107",8.49198,3.00681
"1108",6.29879,4.26383
"1109",6.73998,6.86344
"1110",3.02887,11.4136
"1111",9.10226,4.67218
"1112",7.95877,6.96071
"1113",0.833722,10.7234
"1114",1.97382,7.88385
"1115",8.92148,3.68695
"1116",0.86326,6.93276
"1117",7.80157,11.2823
"1118",11.2637,4.0569
"1119",4.41354,6.33891
"1120",6.04546,10.2334
"1121",3.72673,9.61835
"1122",2.88257,2.64779
"1123",2.78778,2.38778
"1124",6.47546,4.43463
"1125",3.78693,4.48644
"1126",2.92207,3.51174
"1127",5.68668,3.56587
"1128",0.804689,5.76567
"1129",5.15897,2.26501
"1130",1.04214,10.0015
"1131",4.31517,3.34144
"1132",8.64616,2.90435
"1133",10.5418,11.4252
"1134",9.9176,11.4026
"1135",6.62743,9.94002
"1136",10.1185,8.25371
"1137",3.12748,2.56044
"1138",0.784666,5.5839
"1139",7.54446,7.9046
"1140",4.36611,1.7862
"1141",4.26874,6.47375
"1142",5.27683,2.36888
"1143",7.93923,10.7508
"1144",8.15991,10.6374
"1145",2.98969,7.76462
"1146",10.2813,4.58922
"1147",8.60241,4.96785
"1148",3.71632,5.62929
"1149",9.30677,6.03642
"1150",10.142,9.95737
"1151",0.689449,2.00261
"1152",10.2616,9.24837
"1153",0.736898,7.06271
"1154",4.05451,1.93437
"1155",6.81848,8.77108
"1156",0.692956,0.885178
"1157",2.9686,11.3837
"1158",2.21099,3.07383
"1159",1.75299,9.15199
"1160",10.1595,0.719051
"1161",8.87741,1.03116
"1162",11.3328,10.215
"1163",0.799243,6.80923
"1164",7.67804,4.84001
"1165",8.86295,10.9406
"1166",6.74952,0.879767
"1167",3.07572,2.41378
"1168",4.86617,7.82581
"1169",7.40395,5.69618
"1170",2.1222,5.2971
"1171",5.64581,1.15367
"1172",10.0152,5.79054
"1173",11.2456,0.987918
"1174",6.24789,5.77905
"1175",11.1462,6.35439
"1176",9.11631,3.22038
"1177",10.9804,1.8877
"1178",9.4617,4.37584
"1179",7.63113,7.75526
"1180",10.0454,2.50286
"1181",1.34971,2.13398
"1182",4.02255,5.05036
"1183",8.94309,9.0134
"1184",0.727622,6.89269
"1185",9.64283,5.82056
"1186",8.98879,8.93653
"1187",7.51474,3.43209
"1188",0.695927,4.28033
"1189",10.307,11.0977
"1190",6.45915,7.71154
"1191",11.1361,1.14228
"1192",10.5787,8.97704
"1193",6.10313,4.18213
"1194",5.7263,6.92072
"1195",8.44815,4.03348
"1196",1.8327,4.97334
"1197",11.2705,7.64695
"1198",11.0982,0.802707
"1199",4.18204,4.30887
"1200",1.85216,8.84983
"1201",11.195,3.06351
"1202",10.9903,5.38631
"1203",2.14,0.625481
"1204",7.02725,11.1812
"1205",6.87084,8.55153
"1206",3.20122,7.96721
"1207",4.02571,7.57854
"1208",6.32217,5.51961
"1209",5.22508,3.90919
"1210",7.47591,3.63365
"1211",1.79302,0.718234
"1212",3.04493,2.4992
"1213",6.59675,6.41257
"1214",2.00502,6.20454
"1215",6.2311,11.3987
"1216",4.0601,3.27837
"1217",10.4455,6.11561
"1218",4.75436,4.29419
"1219",0.954272,3.60296
"1220",8.84511,9.09473
"1221",2.29405,7.16734
"1222",11.208,3.18885
"1223",0.82294,6.87843
"1224",2.85978,2.57229
"1225",5.03455,4.24295
"1226",10.0091,5.3213
"1227",5.92479,8.90537
"1228",5.13477,10.8901
"1229",2.24006,1.96823
"1230",7.6259,2.41895
"1231",1.64519,2.47453
"1232",3.05951,4.9107
"1233",10.2336,4.66998
"1234",4.23882,11.3742
"1235",0.703439,0.838795
"1236",7.9768,8.93287
"1237",11.2127,7.89744
"1238",7.68806,5.87332
"1239",1.76695,6.13593
"1240",0.825883,5.74256
"1241",2.89438,3.76055
"1242",11.0974,4.29088
"1243",1.95269,1.93617
"1244",11.3675,6.68997
"1245",3.36321,4.84417
"1246",6.17848,7.75978
"1247",9.17014,7.80762
"1248",5.3964,2.42269
"1249",4.35355,0.837376
"1250",1.88401,3.27983
"1251",9.89898,1.72108
"1252",4.20362,10.8232
"1253",1.73797,11.3047
"1254",1.67488,11.3233
"1255",6.50227,4.6158
"1256",2.9895,9.00185
"1257",9.27291,7.96789
"1258",11.1865,1.9742
"1259",8.36221,6.84994
"1260",2.62871,10.2904
"1261",11.1348,6.8372
"1262",2.92304,4.83866
"1263",0.937184,0.858439
"1264",0.886962,1.27437
"1265",5.33038,0.932276
"1266",1.59895,8.22916
"1267",7.34732,3.64077
"1268",5.19647,8.10085
"1269",2.19212,0.562417
"1270",4.08856,2.15912
"1271",8.37889,4.39914
"1272",4.3202,3.06011
"1273",5.75375,7.53418
"1274",5.43331,5.60722
"1275",6.44231,10.3079
"1276",1.72866,9.09465
"1277",11.3083,3.96163
"1278",9.22449,4.51549
"1279",8.98417,11.0491
"1280",6.97972,8.62028
"1281",4.85286,4.18508
"1282",7.61894,2.44075
"1283",10.4359,11.0993
"1284",4.5743,9.9542
"1285",10.2863,2.58065
"1286",4.47402,6.10402
"1287",0.995429,2.18936
"1288",2.2842,9.9805
"1289",6.66704,2.08931
"1290",3.15112,1.06696
"1291",5.6465,3.54051
"1292",4.21152,11.0212
"1293",0.75833,8.04461
"1294",5.68953,1.25656
"1295",3.47973,9.87622
"1296",6.27385,9.83456
"1297",10.0201,7.96545
"1298",7.88175,11.3633
"1299",4.38556,1.92018
"1300",10.2375,0.54373
"1301",7.7847,4.77073
"1302",11.197,10.4107
"1303",3.28067,4.08993
"1304",9.4368,1.46531
"1305",11.3096,4.21787
"1306",8.45889,5.45249
"1307",3.34682,3.50269
"1308",6.88813,0.882891
"1309",9.51594,2.73893
"1310",7.61465,2.30053
"1311",7.40565,4.46572
"1312",3.91117,8.5429
"1313",7.43991,9.41756
"1314",1.21754,7.85715
"1315",2.0048,6.2393
"1316",8.66407,3.83229
"1317",2.86867,6.95579
"1318",7.21277,5.50778
"1319",7.80585,0.991821
"1320",9.57384,2.57372
"1321",3.3228,7.79833
"1322",2.26539,0.719791
"1323",6.96754,8.76427
"1324",6.39523,6.8841
"1325",4.96854,7.47322
"1326",6.41663,5.30368
"1327",10.179,10.2098
"1328",6.55547,4.71496
"1329",0.564846,0.89014
"1330",6.225,4.64075
"1331",1.0385,3.85372
"1332",0.853957,9.16862
"1333",3.87921,7.39398
"1334",5.03388,7.05741
"1335",1.11835,3.59407
"1336",6.22252,7.85868
"1337",3.34527,2.26293
"1338",11.1271,9.92287
"1339",4.08251,7.39159
"1340",4.64933,4.51036
"1341",5.58772,8.66145
"1342",5.32614,8.47606
"1343",4.35538,11.2109
"1344",11.194,6.85237
"1345",5.5704,7.96541
"1346",3.8414,9.05653
"1347",4.36491,0.574949
"1348",11.006,10.5174
"1349",8.10554,1.92019
"1350",10.1948,4.33613
"1351",8.87503,9.05025
"1352",4.48504,10.8749
"1353",6.25809,2.95616
"1354",6.44479,11.0865
"1355",4.28043,3.24264
"1356",4.44543,1.72078
"1357",10.3467,2.6856
"1358",10.9228,2.13022
"1359",8.93832,9.88266
"1360",2.97075,1.88287
"1361",7.79903,2.38046
"1362",2.57955,10.144
"1363",2.02011,4.37715
"1364",11.0867,4.57787
"1365",0.978747,3.56079
"1366",10.9892,8.10509
"1367",3.26373,11.3193
"1368",2.21044,6.13481
"1369",7.32137,9.87674
"1370",2.43636,9.86497
"1371",5.79435,1.15236
"1372",9.2389,6.595
"1373",10.0213,3.63877
"1374",11.1801,4.28165
"1375",5.02043,7.85992
"1376",7.28707,4.79573
"1377",4.49196,2.01505
"1378",6.48523,5.86202
"1379",4.42604,9.42262
"1380",4.49013,5.69369
"1381",0.508598,10.9186
"1382",3.27905,0.817096
"1383",10.1833,8.77891
"1384",4.46367,0.911657
"1385",11.3024,0.646229
"1386",2.66174,11.1742
"1387",10.9989,3.19515
"1388",6.47144,3.13537
"1389",7.57856,1.96969
"1390",11.2214,9.41202
"1391",2.48398,10.1571
"1392",5.62701,11.1116
"1393",4.16082,2.01779
"1394",10.0741,3.64264
"1395",5.22,6.79067
"1396",10.1411,11.177
"1397",0.74577,1.98419
"1398",8.03579,11.0169
"1399",4.49241,2.11534
"1400",8.94568,11.3848
"1401",7.56276,5.4836
"1402",6.53482,6.87821
"1403",5.19329,7.14974
"1404",11.2918,1.74431
"1405",2.65617,10.0425
"1406",4.67418,10.0092
"1407",8.36593,8.69847
"1408",7.61517,4.70677
"1409",4.19865,1.12881
"1410",9.02971,8.09805
"1411",0.737587,8.98863
"1412",4.88905,7.94348
"1413",8.71598,9.96482
"1414",6.46244,2.04176
"1415",6.45704,2.22719
"1416",7.53139,7.63013
"1417",5.15129,4.31302
"1418",1.70285,11.1874
"1419",8.45848,2.78408
"1420",7.86639,11.021
"1421",9.8866,0.671349
"1422",4.03496,9.07218
"1423",1.56916,4.26433
"1424",11.3475,0.855107
"1425",4.95733,10.1074
"1426",9.61535,4.26088
"1427",10.1164,2.01757
"1428",9.9503,2.31289
"1429",5.84963,10.9963
"1430",9.24104,8.9287
"1431",8.76821,6.63799
"1432",5.15197,9.99593
"1433",6.59873,7.8097
"1434",1.96337,4.12617
"1435",2.62103,8.98107
"1436",0.862981,10.105
"1437",8.92658,10.1215
"1438",2.85365,2.3322
"1439",10.0219,10.1705
"1440",2.28459,7.56903
"1441",11.1543,5.75673
"1442",5.84113,4.30396
"1443",8.81722,5.89046
"1444",5.435,0.659804
"1445",9.97427,2.01269
"1446",9.07615,3.41564
"1447",8.11495,11.4091
"1448",11.4105,4.32109
"1449",7.85797,9.06954
"1450",5.47249,5.75992
"1451",4.4021,11.1676
"1452",0.706593,4.91564
"1453",1.98398,0.718076
"1454",8.77518,2.07929
"1455",4.08147,1.6352
"1456",2.80882,8.81192
"1457",2.89494,8.64959
"1458",4.5526,0.800168
"1459",3.9978,1.88999
"1460",0.870299,2.20747
"1461",4.23396,6.3295
"1462",11.4796,4.1818
"1463",1.00564,9.81791
"1464",11.073,5.36361
"1465",6.33997,3.40851
"1466",10.9273,8.11268
"1467",2.87398,4.76566
"1468",2.17216,2.97802
"1469",2.21212,0.695605
"1470",9.32572,6.26004
"1471",5.47051,10.9149
"1472",10.9825,8.12221
"1473",2.41771,1.99178
"1474",4.53152,1.97187
"1475",0.909928,2.12239
"1476",2.74209,6.82338
"1477",3.95471,7.39924
"1478",4.72298,9.30035
"1479",2.05677,9.98702
"1480",8.66446,0.916926
"1481",3.1504,3.71991
"1482",5.72277,9.01349
"1483",4.49345,8.75357
"1484",8.3273,3.85827
"1485",7.77661,0.613135
"1486",5.62619,2.24748
"1487",7.10867,8.74095
"1488",9.80158,5.74204
"1489",1.85655,3.18104
"1490",6.37066,5.80987
"1491",6.56976,0.823535
"1492",6.67963,0.695731
"1493",10.7905,5.75629
"1494",11.2818,5.73353
"1495",2.06173,0.930833
"1496",0.805549,4.98846
"1497",3.60703,5.48085
"1498",3.04636,8.72165
"1499",8.6625,1.14771
"1500",5.03531,7.53179
"1501",5.2661,9.07761
"1502",3.8347,4.53578
"1503",3.05966,3.41692
"1504",8.70346,1.83079
"1505",11.0596,9.22967
"1506",10.0509,9.97612
"1507",5.6084,6.57074
"1508",0.794251,10.821
"1509",9.14798,3.59831
"1510",7.09785,3.72173
"1511",6.01468,10.016
"1512",2.55464,5.61586
"1513",9.95012,11.2686
"1514",1.8502,8.74297
"1515",6.15696,4.30549
"1516",8.34885,4.41552
"1517",6.89018,11.3548
"1518",1.60818,4.03183
"1519",4.20006,11.1922
"1520",2.60087,8.91814
"1521",4.95827,4.24093
"1522",10.4345,2.41979
"1523",3.34454,11.2427
"1524",5.37761,3.1671
"1525",2.96569,7.72325
"1526",6.36136,4.55392
"1527",0.974172,9.18367
"1528",11.0882,10.8494
"1529",11.0873,0.962554
"1530",9.12249,2.36522
"1531",2.49359,10.0227
"1532",1.36437,9.61447
"1533",8.70505,3.51768
"1534",1.67729,5.1346
"1535",0.821107,7.16331
"1536",7.47204,3.27901
"1537",1.9782,7.60016
"1538",3.82386,8.78025
"1539",11.2827,4.24315
"1540",10.0752,11.041
"1541",1.07201,8.00877
"1542",11.1943,4.61502
"1543",4.11967,6.66052
"1544",5.48318,8.75179
"1545",7.69238,7.70329
"1546",7.83478,4.58865
"1547",7.66823,2.30453
"1548",11.1555,3.18097
"1549",11.3445,5.67894
"1550",3.46787,9.82956
"1551",11.1524,1.66709
"1552",4.74915,3.4015
"1553",2.96842,8.10644
"1554",3.69191,3.17226
"1555",8.68541,4.55097
"1556",5.40251,5.66354
"1557",2.05276,7.54343
"1558",2.21049,7.39542
"1559",5.53264,2.40939
"1560",2.84426,7.00006
"1561",11.4068,7.86897
"1562",10.4031,4.40069
"1563",9.95411,0.840392
"1564",1.75631,5.33486
"1565",8.67821,5.94848
"1566",7.27004,3.2149
"1567",10.0092,0.812507
"1568",0.650942,2.28783
"1569",10.0731,8.80654
"1570",0.625234,6.70932
"1571",0.79405,6.78526
"1572",0.590296,7.08488
"1573",11.0557,6.95492
"1574",7.24566,11.3148
"1575",7.38861,11.124
"1576",11.0293,1.82792
"1577",4.14846,6.143
"1578",7.60909,9.39574
"1579",6.41038,10.0736
"1580",0.854585,9.09999
"1581",2.8406,6.96047
"1582",4.25906,11.2818
"1583",3.03939,3.27313
"1584",10.4219,4.98477
"1585",3.78941,8.8429
"1586",5.0596,9.93332
"1587",7.22947,0.626601
"1588",1.83323,4.98665
"1589",4.2086,2.91776
"1590",8.04027,10.6829
"1591",8.72602,7.50358
"1592",1.80811,6.30826
"1593",4.05509,6.62349
"1594",5.27247,2.28007
"1595",5.53101,2.13063
"1596",11.1701,9.60503
"1597",10.5242,3.73212
"1598",1.03206,2.2015
"1599",0.719784,1.14867
"1600",5.52777,0.759643
"1601",5.30001,2.40407
"1602",10.0922,0.917144
"1603",9.36058,3.92025
"1604",2.51727,1.84614
"1605",4.30172,7.56497
"1606",2.69853,5.89714
"1607",2.78373,6.00905
"1608",2.81293,7.74258
"1609",2.80724,4.94174
"1610",9.84798,3.56797
"1611",10.289,5.83815
"1612",5.38655,1.16865
"1613",7.75847,8.57031
"1614",7.45744,3.3366
"1615",2.43971,10.2371
"1616",5.24328,5.32143
"1617",7.68156,0.870097
"1618",10.3453,11.3289
"1619",3.52246,10.151
"1620",10.7262,6.97526
"1621",10.2844,1.19436
"1622",4.04027,5.19421
"1623",7.7698,6.93403
"1624",1.60064,11.0612
"1625",8.38,9.93876
"1626",0.843828,5.39024
"1627",9.02765,4.73254
"1628",7.45306,7.80366
"1629",3.35298,6.77305
"1630",6.32754,0.654079
"1631",2.8479,8.95432
"1632",8.57695,9.78614
"1633",10.3156,11.0454
"1634",0.790236,7.91587
"1635",4.31421,6.22151
"1636",8.46148,3.00253
"1637",3.30459,9.75505
"1638",3.49351,9.734
"1639",2.92387,2.54178
"1640",6.46857,9.82729
"1641",10.1191,8.43282
"1642",7.90238,10.8342
"1643",1.63822,8.785
"1644",4.89852,7.76223
"1645",5.33065,5.05947
"1646",9.98595,5.65085
"1647",9.10427,9.24891
"1648",6.54835,2.96006
"1649",1.67556,8.90815
"1650",6.1825,5.54958
"1651",0.855396,6.68238
"1652",11.0919,7.65591
"1653",1.81507,6.39797
"1654",4.01197,10.8928
"1655",11.3,2.14678
"1656",5.55082,5.57607
"1657",2.85647,7.91608
"1658",9.0878,11.263
"1659",6.41942,9.9803
"1660",0.914323,6.87909
"1661",9.54493,2.76055
"1662",5.06156,5.4162
"1663",4.23378,3.32937
"1664",2.94267,11.3909
"1665",4.46339,1.93681
"1666",3.32955,7.46571
"1667",11.1101,0.880116
"1668",4.31149,2.1107
"1669",1.97256,4.532
"1670",0.87818,5.3239
"1671",9.87589,10.0771
"1672",2.2722,7.54018
"1673",8.93425,3.62685
"1674",5.44295,5.72019
"1675",5.37295,5.30736
"1676",7.6905,10.0907
"1677",6.65194,3.43462
"1678",9.92755,4.71599
"1679",7.90747,8.668
"1680",6.29142,7.58836
"1681",7.61411,3.5176
"1682",0.663428,8.9901
"1683",5.48847,3.31236
"1684",6.35087,2.02558
"1685",7.65796,7.67725
"1686",7.45267,3.36288
"1687",0.584356,3.3457
"1688",3.71242,10.1895
"1689",3.08049,0.970264
"1690",4.18161,0.625336
"1691",8.9642,1.83082
"1692",1.93657,2.711
"1693",10.0856,0.705797
"1694",6.31382,4.49518
"1695",6.32727,4.14335
"1696",5.27005,6.7036
"1697",11.0052,9.4785
"1698",1.39977,2.27137
"1699",10.9612,6.67537
"1700",11.1456,1.81466
"1701",3.61043,5.73477
"1702",10.9795,2.95213
"1703",4.46577,2.18866
"1704",6.90618,9.08286
"1705",6.88514,11.2773
"1706",6.46682,6.41475
"1707",2.09894,8.94221
"1708",4.09209,2.22441
"1709",8.75508,6.42292
"1710",11.2098,5.87542
"1711",1.55455,8.63124
"1712",1.13167,2.34754
"1713",3.3582,0.898412
"1714",5.51022,9.89581
"1715",10.0762,9.3401
"1716",10.3063,3.53152
"1717",2.14594,5.33389
"1718",5.28591,2.374
"1719",1.59938,5.10528
"1720",3.40532,0.748078
"1721",11.0019,6.63882
"1722",8.0745,8.81078
"1723",8.55268,3.05211
"1724",3.13297,10.9764
"1725",5.05934,11.1815
"1726",8.11595,4.55493
"1727",6.73434,7.49974
"1728",5.62494,3.49876
"1729",5.62857,3.37428
"1730",8.41463,5.65694
"1731",6.85529,1.12566
"1732",3.22454,10.9564
"1733",3.22823,3.61555
"1734",2.7619,8.92188
"1735",2.31965,6.41595
"1736",0.606339,8.1084
"1737",10.22,1.94023
"1738",8.57627,7.47285
"1739",4.35818,1.11189
"1740",4.27273,1.14551
"1741",2.92729,8.97169
"1742",1.85756,6.54569
"1743",4.4067,6.48793
"1744",10.0784,6.82225
"1745",1.81937,0.892644
"1746",2.38422,10.3116
"1747",11.0222,8.08395
"1748",5.13859,2.42956
"1749",3.38089,0.997168
"1750",3.2032,2.41158
"1751",4.9117,8.04511
"1752",9.93176,7.94323
"1753",10.0618,1.06295
"1754",11.11,1.06506
"1755",8.6217,3.47821
"1756",3.58962,0.741111
"1757",6.7984,0.847685
"1758",9.36626,8.18672
"1759",0.764724,4.69414
"1760",9.81189,0.962743
"1761",9.67259,0.837106
"1762",9.80593,1.10638
"1763",11.1756,0.490553
"1764",8.88207,6.63414
"1765",3.1287,7.86706
"1766",9.37598,2.6996
"1767",8.80575,1.05224
"1768",8.53457,1.73673
"1769",0.897856,0.935316
"1770",10.003,8.79619
"1771",10.2306,8.79108
"1772",7.2879,1.78101
"1773",2.96073,3.65796
"1774",3.02894,3.69339
"1775",0.669331,8.6877
"1776",8.83515,10.0113
"1777",5.35915,1.082
"1778",7.57373,3.35952
"1779",7.47244,3.2233
"1780",8.94161,7.83279
"1781",6.73457,0.909682
"1782",0.931066,8.62959
"1783",7.85289,5.57734
"1784",4.75689,4.24382
"1785",6.36187,0.94606
"1786",2.28419,3.25938
"1787",2.86679,9.02453
"1788",5.2901,5.48929
"1789",5.57584,8.82548
"1790",10.2028,10.3292
"1791",6.65064,6.85848
"1792",2.96621,11.2248
"1793",11.2487,5.81673
"1794",10.2799,8.98575
"1795",8.87521,10.9776
"1796",6.51282,0.832385
"1797",10.8899,1.79882
"1798",3.44549,7.93244
"1799",7.56707,3.58239
"1800",5.09257,4.26419
"1801",7.70485,2.63289
"1802",11.137,7.79681
"1803",9.91416,10.1915
"1804",7.47553,3.145
"1805",1.53311,8.25144
"1806",10.3878,11.1492
"1807",6.37409,9.92657
"1808",7.324,5.4469
"1809",6.6043,6.99383
"1810",1.95701,0.95603
"1811",8.12769,1.84783
"1812",10.9861,4.5562
"1813",11.2601,9.43892
"1814",5.25807,6.87722
"1815",11.1474,1.86835
"1816",1.95523,11.2994
"1817",4.09585,3.57469
"1818",9.72946,2.2091
"1819",8.04515,9.04917
"1820",2.01841,0.84545
"1821",2.05955,3.19609
"1822",11.2906,5.70342
"1823",11.042,9.35848
"1824",5.99613,10.1841
"1825",6.15616,10.2486
"1826",1.63459,4.01949
"1827",4.10783,11.0878
"1828",3.12589,1.27226
"1829",11.1125,6.84747
"1830",10.0946,1.12262
"1831",1.96963,4.81788
"1832",7.35028,9.88449
"1833",2.50291,1.84311
"1834",7.51233,3.43098
"1835",7.70477,0.889487
"1836",7.6886,6.82406
"1837",9.91125,5.5868
"1838",6.3467,7.58709
"1839",3.45664,5.76187
"1840",11.2547,7.88515
"1841",0.717296,3.37376
"1842",2.96739,1.05109
"1843",3.1216,6.63777
"1844",3.03081,2.39549
"1845",9.9816,7.29746
"1846",2.00079,0.674517
"1847",4.69161,5.11777
"1848",7.89061,11.4042
"1849",3.14613,1.17214
"1850",7.37026,9.61413
"1851",10.313,7.9256
"1852",6.31042,4.02111
"1853",6.52027,3.15149
"1854",11.103,0.869807
"1855",3.42821,10.1904
"1856",9.62992,4.39398
"1857",6.60895,9.64624
"1858",11.1813,3.01549
"1859",8.48887,3.95394
"1860",8.04995,5.68277
"1861",5.13839,10.0199
"1862",9.83815,10.1313
"1863",5.45625,9.27115
"1864",5.48938,2.48163
"1865",5.32225,1.06968
"1866",5.44506,1.05908
"1867",1.18934,0.86925
"1868",9.06043,10.8192
"1869",6.73982,8.82811
"1870",6.85963,2.02058
"1871",7.85754,6.72946
"1872",7.31682,11.151
"1873",11.2896,11.4774
"1874",7.46392,10.0051
"1875",10.0627,7.17626
"1876",0.952345,2.04241
"1877",6.0669,11.2906
"1878",1.5257,7.4511
"1879",1.78319,1.5511
"1880",3.15011,6.76559
"1881",4.0772,3.19993
"1882",10.1793,4.68518
"1883",10.3498,3.53461
"1884",9.90709,0.805087
"1885",6.31,5.24084
"1886",6.11756,5.20608
"1887",8.0734,0.7089
"1888",5.57067,3.51663
"1889",7.68617,2.03628
"1890",11.0674,6.73085
"1891",5.51149,0.816144
"1892",10.9722,1.99786
"1893",8.02888,10.783
"1894",8.29372,5.64877
"1895",10.2992,6.98679
"1896",4.64423,5.06763
"1897",10.2336,0.765108
"1898",5.53467,3.47592
"1899",6.83379,0.729466
"1900",6.57239,0.834699
"1901",5.53882,0.77626
"1902",7.67523,6.18294
"1903",2.81661,6.28771
"1904",4.38657,3.08641
"1905",10.1801,3.43435
"1906",6.98314,6.3484
"1907",11.2069,5.67175
"1908",6.814,6.6008
"1909",0.848042,2.34477
"1910",6.38369,10.0191
"1911",1.67598,9.28226
"1912",2.96572,2.23694
"1913",10.1087,6.67136
"1914",7.66993,2.14015
"1915",2.86253,1.93015
"1916",1.15308,1.21229
"1917",4.13048,3.5104
"1918",0.989423,3.53034
"1919",6.0493,4.71271
"1920",0.89345,0.752216
"1921",2.46193,9.94903
"1922",7.33835,10.0615
"1923",10.5156,3.477
"1924",0.872349,1.07579
"1925",0.934222,4.68986
"1926",8.8908,7.95836
"1927",6.45142,2.18675
"1928",7.57162,4.92136
"1929",10.0843,4.74125
"1930",10.5504,8.77154
"1931",10.5131,8.79542
"1932",4.14858,3.08605
"1933",0.711027,5.72368
"1934",0.603129,5.5836
"1935",7.37151,3.43412
"1936",3.10612,0.824818
"1937",9.97773,3.93195
"1938",5.36328,7.8204
"1939",11.2817,0.859353
"1940",10.3342,6.1058
"1941",10.8888,2.97336
"1942",5.32921,1.01538
"1943",3.19857,10.0098
"1944",5.14081,5.39016
"1945",6.37757,4.51213
"1946",6.43005,3.13119
"1947",1.802,6.37669
"1948",9.28015,2.47269
"1949",6.72722,7.86467
"1950",9.6358,11.4313
"1951",2.05046,4.36076
"1952",2.82239,4.82919
"1953",9.13856,10.4911
"1954",8.21876,4.53993
"1955",1.672,6.25126
"1956",5.83762,8.14171
"1957",8.58521,0.71132
"1958",2.2733,10.2244
"1959",3.05754,1.1463
"1960",4.4601,1.83191
"1961",1.03419,3.29448
"1962",3.12916,6.09828
"1963",6.42936,7.78977
"1964",4.58149,6.09485
"1965",0.713828,5.55173
"1966",4.37026,6.46609
"1967",3.59746,5.47184
"1968",6.90672,8.82212
"1969",0.834484,6.70042
"1970",10.0353,2.60621
"1971",0.762316,7.02966
"1972",0.645797,4.49496
"1973",4.20814,4.48591
"1974",3.28019,7.88888
"1975",11.3238,6.8543
"1976",1.70406,11.243
"1977",2.78379,4.77418
"1978",8.36664,4.50337
"1979",5.85467,7.45456
"1980",11.2989,3.98583
"1981",7.85509,11.345
"1982",3.21665,3.44621
"1983",0.916168,3.52844
"1984",4.38774,3.27066
"1985",9.24811,6.60673
"1986",5.05006,7.88004
"1987",7.35869,4.75609
"1988",6.42925,6.00379
"1989",7.54735,2.05477
"1990",4.33455,2.1428
"1991",9.11918,11.4583
"1992",4.04366,1.07365
"1993",1.93965,11.1145
"1994",10.3574,9.02771
"1995",11.3159,0.599079
"1996",11.2839,0.623456
"1997",5.18639,10.1005
"1998",10.1031,2.25345
"1999",2.28425,7.64958
"2000",4.42711,11.0476
"2001",2.2456,1.88373
"2002",3.26529,3.78789
"2003",1.96324,3.2342
"2004",0.742965,4.99647
"2005",3.13971,3.48704
"2006",3.08261,3.55234
"2007",6.91501,11.1357
"2008",1.79767,4.08104
"2009",10.3974,2.3436
"2010",10.0016,11.1365
"2011",7.6797,7.62414
"2012",7.27102,0.597695
"2013",2.84059,4.93891
"2014",7.67988,0.791619
"2015",7.59481,7.79081
"2016",3.34018,9.79932
"2017",0.713035,9.05605
"2018",5.64334,3.28122
"2019",9.06042,1.7696
"2020",2.02881,2.91511
"2021",6.2165,4.14442
"2022",1.84988,2.9915
"2023",1.92898,8.93121
"2024",1.08834,2.32018
"2025",3.38728,11.0626
"2026",4.44747,6.5959
"2027",9.88953,1.13776
"2028",8.95449,0.880556
"2029",10.1747,8.89263
"2030",10.2815,3.92162
"2031",8.69249,10.2337
"2032",7.50077,3.27449
"2033",2.87972,11.2187
"2034",11.3475,5.80612
"2035",6.11857,10.2646
"2036",7.51283,3.48159
